,Общая,Жилая,Кухня,Этаж,Тип жилья,Планировка,Площадь комнат+ обозначение смежных комнат- обозначение изолированных комнат,Балкон/лоджия,Вид из окон,Отделка,Цена,Комнат,Район,Линк,Построен,Срок сдачи,Санузел,Высота потолков,Ремонт
1703,33,18,8,2,Вторичка,,,1 балкон,Во двор,,3050000,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/236542503/,1986,,,"2,48 м",Косметический
1704,54,27,9,6,Вторичка,Изолированная,16.2-11.7 м²,1 лоджия,На улицу,,4500000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240046717/,,,1 раздельный,,Евроремонт
1705,15,,,2,Вторичка,,,,Во двор,,1550000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/244841776/,1959,,,"2,51 м",Косметический
1706,178,100,,20,Вторичка,Изолированная,100 м²,,,,10745990,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244676349/,,,1 раздельный,,Без ремонта
1707,35,13,11,3,Вторичка,,13 м²,1 лоджия,Во двор,,4400000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/242983406/,2020,,1 совмещенный,,Без ремонта
1708,75,41,,10,Новостройка,,41 м²,,,,7000000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245463544/,,,1 раздельный,,
1709,150,71,15,5,Вторичка,Изолированная,31-22-18 м²,1 балкон,На улицу и двор,,11900000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/246045578/,2014,,2 раздельных,,Без ремонта
1710,69,,,3,Вторичка,,,1 балкон,На улицу и двор,,5270000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/239086540/,1993,,1 раздельный,"2,51 м",Евроремонт
1711,36,21,,5,Вторичка,,,1 балкон,,,2570000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245527610/,1989,,,,Без ремонта
1712,39,16,9,24,Новостройка,,16 м²,1 лоджия,На улицу,,4150000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244980331/,,,1 совмещенный,3 м,
1713,65,36,12,5,Вторичка,Изолированная,18-18 м²,1 лоджия,Во двор,,5650000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245618600/,2010,,2 раздельных,"2,63 м",Евроремонт
1714,142,100,,2,Вторичка,,,2 лоджии,,,15650000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/226466698/,,,2 раздельных,,Дизайнерский
1715,54,42,6,3,Вторичка,,,1 балкон,,,3650000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/240876006/,1964,,,,
1716,113,79,22,2,Вторичка,Изолированная,,,,,23500000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245132981/,2005,,,3 м,Евроремонт
1717,75,40,16,1,Новостройка,Изолированная,16.6-11.7-11.7 м²,1 лоджия,На улицу и двор,Нет,7290000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/244210072/,,,2 совмещенных,,
1718,62,,,4,Вторичка,,,1 балкон,,,4250000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/245887130/,1957,,1 раздельный,3 м,Косметический
1719,51,33,5,19,Новостройка,Изолированная,14.9-18.3 м²,1 балкон,Во двор,Нет,6680000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245986859/,,,1 совмещенный,3 м,
1720,64,41,8,10,Вторичка,,"15,6 - 12,8 - 12,7 м²",1 лоджия,На улицу и двор,,6450000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245543595/,1985,,1 раздельный,"2,6 м",Евроремонт
1721,53,28,11,5,Новостройка,,,1 балкон,,Черновая,5287000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/235010747/,,,,,
1722,24,16,4,5,Вторичка,,,,Во двор,,1380000,1-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/245896887/,1966,,1 совмещенный,"2,48 м",Косметический
1723,86,46,,10,Новостройка,,46.06 м²,1 балкон,,,9449460,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/233945970/,,3,2 совмещенных,"3,05 м",
1724,63,,,1,Вторичка,,,1 балкон,,,5300000,3-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/235074674/,2011,,,,
1725,51,30,12,14,Новостройка,Изолированная,14-16 м²,1 балкон,Во двор,,4230000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/209801362/,,,1 совмещенный,,
1726,20,15,,8,Вторичка,,15.00 м²,,,,2499999,"Студия,",р-н Вахитовский,https://kazan.cian.ru/sale/flat/245765213/,,,1 совмещенный,,Евроремонт
1727,118,,,8,Вторичка,,,,На улицу и двор,,25500000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/236758746/,2013,,2 совмещенных,,Дизайнерский
1728,55,,8,5,Вторичка,Смежно-изолированная,,1 балкон,,,4940000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/240150045/,1965,,1 раздельный,"2,48 м",Косметический
1729,70,49,7,3,Вторичка,Изолированная,"15,2+16,5+18 м²",1 балкон,,,3900000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/235511636/,1958,,1 раздельный,,Косметический
1730,93,40,19,7,Вторичка,,,1 лоджия,,,10300000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/230504010/,2006,,,3 м,
1731,65,,,4,Вторичка,,,1 балкон,,,5500000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/239806103/,1992,,,,Косметический
1732,58,34,7,2,Вторичка,Изолированная,18-16 м²,1 балкон,Во двор,,2950000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/240363891/,,,1 раздельный,,Косметический
1733,47,,,1,Вторичка,Смежная,,,Во двор,,3485000,2-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/243225980/,,,1 совмещенный,,Косметический
1734,115,93,14,19,Вторичка,Изолированная,,"1 балкон, 1 лоджия",На улицу,,6350000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/239191442/,2017,,"1 совмещенный, 1 раздельный","2,5 м",Без ремонта
1735,61,38,8,6,Вторичка,,,1 лоджия,,,5370000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241732553/,1995,,,"2,5 м",
1736,47,,,14,Вторичка,,,1 балкон,,,5190000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/241105686/,2018,,,,
1737,58,32,10,5,Вторичка,Изолированная,"20,2-12,7 м²",1 лоджия,На улицу,,7600000,2-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/242902516/,2016,,1 совмещенный,,Евроремонт
1738,60,,,19,Новостройка,,,1 балкон,Во двор,Черновая,3600000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/240714129/,,1,1 совмещенный,,
1739,64,,,10,Вторичка,,,1 лоджия,Во двор,,5100000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245058707/,2002,,1 раздельный,,Косметический
1740,62,,,7,Вторичка,,,1 балкон,,,11000000,"Студия,",р-н Ново,https://kazan.cian.ru/sale/flat/244703996/,2007,,,,Косметический
1741,42,17,11,1,Вторичка,,,1 лоджия,,,4390000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245580735/,2004,,1 раздельный,,Косметический
1742,61,42,8,1,Вторичка,,,,,,2670000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/237330776/,,,,,
1743,37,20,11,2,Вторичка,,,,,,2700000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/221903620/,,,1 совмещенный,,Евроремонт
1744,132,80,19,1,Вторичка,Изолированная,38.8-23.9-18.2 м²,,На улицу и двор,,7300000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/240732139/,,,1 раздельный,"2,7 м",Косметический
1745,100,,,17,Новостройка,,,1 балкон,,,9800000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/227664410/,,,,,
1746,85,60,15,17,Новостройка,,,2 балкона,На улицу и двор,Чистовая,6994600,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243447563/,,3,1 раздельный,,
1747,92,52,15,6,Вторичка,,,1 лоджия,,,10000000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/226068501/,2018,,,"2,7 м",
1748,53,31,,16,Новостройка,,31.03 м²,1 балкон,,,5126673,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/243674241/,,2,1 совмещенный,,
1749,31,20,7,3,Вторичка,,"20,5 м²",,На улицу,,2580000,1-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/242023233/,1949,,1 совмещенный,3 м,Евроремонт
1750,91,47,17,8,Вторичка,Изолированная,,1 лоджия,На улицу и двор,,9388000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/243598356/,2005,,"1 совмещенный, 1 раздельный","2,75 м",Косметический
1751,84,44,14,1,Новостройка,Изолированная,13.7-17.3-13.7 м²,1 лоджия,На улицу и двор,Черновая,8910000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245043112/,,,1 раздельный,,
1752,84,50,7,3,Вторичка,,,1 балкон,,,7600000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/239815134/,1950,,,"3,1 м",
1753,48,22,10,7,Новостройка,Изолированная,10-12.8 м²,,Во двор,Нет,4500000,2-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240358671/,,,,,
1754,82,,,1,Вторичка,,,,Во двор,,5750000,3-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245998643/,1957,,,,Косметический
1755,37,,,8,Вторичка,,,1 балкон,,,4250000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/231207494/,1993,,,,Косметический
1756,52,,,8,Вторичка,,,1 лоджия,На улицу и двор,,4700000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/226464110/,1994,,1 совмещенный,,Евроремонт
1757,34,14,9,2,Новостройка,,,1 лоджия,На улицу,Чистовая,3289000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/223070149/,,4,1 совмещенный,,
1758,40,15,12,15,Новостройка,,"15,20 м²",1 балкон,Во двор,Черновая,3300000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/244083440/,,2,1 совмещенный,,
1759,118,,,9,Вторичка,,,1 балкон,,,11200000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/246086963/,2006,,,,Косметический
1760,118,,19,18,Вторичка,,,1 балкон,,,10990000,3-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/233187725/,2018,,,,Без ремонта
1761,81,44,12,2,Новостройка,Изолированная,,1 балкон,,Черновая,7970000,3-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/245586424/,,,,,
1762,129,,,8,Вторичка,Смежно-изолированная,,,На улицу,,19000000,4-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245552401/,2013,,2 совмещенных,"3,1 м",Дизайнерский
1763,48,,,2,Вторичка,,,1 балкон,,,3850000,2-комн.,р-н Московский,https://kazan.cian.ru/sale/flat/245150410/,1972,,,,Косметический
1764,35,,,6,Новостройка,,,1 балкон,,,4400000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245865963/,,,,,
1765,144,,,2,Вторичка,,,1 балкон,,,16000000,4-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/241105754/,2001,,,,
1766,60,30,15,6,Вторичка,,,1 балкон,На улицу и двор,,5910000,1-комн.,р-н Вахитовский,https://kazan.cian.ru/sale/flat/244049192/,2015,,,3 м,Косметический
1767,33,11,9,3,Новостройка,,11.69 м²,,,,4598000,1-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245031259/,,2,,,
1768,87,51,12,3,Вторичка,,,,,,3699000,3-комн.,р-н Авиастроительный,https://kazan.cian.ru/sale/flat/235351467/,,,,,
1769,83,,13,3,Вторичка,,,,Во двор,,6550000,2-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/240210602/,2008,,1 раздельный,"2,5 м",Евроремонт
1770,109,,9,1,Вторичка,,,1 балкон,,,6960000,4-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/228425053/,1992,,,,Косметический
1771,30,,,1,Вторичка,,,,,,3250000,1-комн.,р-н Приволжский,https://kazan.cian.ru/sale/flat/243688038/,1973,,,,Косметический
1772,44,18,14,6,Вторичка,,,1 лоджия,На улицу,,5600000,1-комн.,р-н Ново,https://kazan.cian.ru/sale/flat/245374373/,2006,,1 совмещенный,"2,5 м",Косметический
1773,72,,,3,Вторичка,,,1 балкон,,,10000000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/245866036/,2017,,,,Без ремонта
1774,33,,,7,Новостройка,,,1 балкон,,,3830000,"Студия,",р-н Советский,https://kazan.cian.ru/sale/flat/243127188/,,,,,
1775,65,,,5,Вторичка,,,1 балкон,,,4800000,3-комн.,р-н Советский,https://kazan.cian.ru/sale/flat/240953309/,2004,,,,Косметический
